"VIN","_id","host","ip","apiKey","userId","idReporte","requestParameters","requestUrl","responseCode","responseCodeStatus","requestTime","responseTime","labels","idRespuesta","idConsulta","responseBody","carfaxUsaData","alertas","firewallUsa"
"3GCUKTEC6EG303674","672a361e124bd56498eadce3","10.240.2.38:80","201.116.128.213:25100,10.240.6.55, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/3GCUKTEC6EG303674","200","ok","5/11/2024 09:13:34","5/11/2024 09:13:35",,"672a361f124bd56498eadce4","672a361e124bd56498eadce3","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""CHEVROLET"",""modelo"":""SILVERADO 1500 HIGH COUNTRY"",""anioModelo"":""2014"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""MÉXICO"",""tiempoConsulta"":""2024-11-05T09:13:34-06:00"",""tiempoRespuesta"":""2024-11-05T09:13:35-06:00""}","{""vin"":""3GCUKTEC6EG303674"",""timestamp"":""2024-11-05T09:13:34.000"",""components"":{""potentialFraudFile"":{""year"":2014,""make"":""CHEVROLET"",""model"":""SILVERADO 1500 HIGH COUNTRY"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"3VW5T7AU0GM054717","672a36167384826621095d03","10.240.2.38:80","201.116.128.213:25099,10.240.9.134, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/3VW5T7AU0GM054717","200","ok","5/11/2024 09:13:26","5/11/2024 09:13:27",,"672a36177384826621095d04","672a36167384826621095d03","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""VOLKSWAGEN"",""modelo"":""GOLF GTI S"",""anioModelo"":""2016"",""fabricante"":""VOLKSWAGEN DE MEXICO SA DE CV"",""paisOrigen"":""MÉXICO"",""tiempoConsulta"":""2024-11-05T09:13:26-06:00"",""tiempoRespuesta"":""2024-11-05T09:13:27-06:00""}","{""vin"":""3VW5T7AU0GM054717"",""timestamp"":""2024-11-05T09:13:26.000"",""components"":{""potentialFraudFile"":{""year"":2016,""make"":""VOLKSWAGEN"",""model"":""GOLF GTI S"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1G1PE5SB3G7115147","672a360a69994fdacd6fe484","10.240.2.38:80","201.116.128.213:25098,10.240.8.76, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1G1PE5SB3G7115147","200","ok","5/11/2024 09:13:14","5/11/2024 09:13:16",,"672a360c69994fdacd6fe485","672a360a69994fdacd6fe484","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""CHEVROLET"",""modelo"":""CRUZE LIMITED 1LT AUTO"",""anioModelo"":""2016"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:13:14-06:00"",""tiempoRespuesta"":""2024-11-05T09:13:16-06:00""}","{""vin"":""1G1PE5SB3G7115147"",""timestamp"":""2024-11-05T09:13:15.000"",""components"":{""potentialFraudFile"":{""year"":2016,""make"":""CHEVROLET"",""model"":""CRUZE LIMITED 1LT AUTO"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1N6AD0EV0EN757825","672a35ee69994fdacd6fe482","10.240.2.38:80","201.116.128.213:25097,10.240.9.134, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1N6AD0EV0EN757825","200","ok","5/11/2024 09:12:46","5/11/2024 09:12:46",,"672a35ee69994fdacd6fe483","672a35ee69994fdacd6fe482","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""NISSAN"",""modelo"":""FRONTIER SV"",""anioModelo"":""2014"",""fabricante"":""NISSAN NORTH AMERICA, INC."",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:12:46-06:00"",""tiempoRespuesta"":""2024-11-05T09:12:46-06:00""}","{""vin"":""1N6AD0EV0EN757825"",""timestamp"":""2024-11-05T09:12:46.000"",""components"":{""potentialFraudFile"":{""year"":2014,""make"":""NISSAN"",""model"":""FRONTIER SV"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1N6AD0EV0EN757825","672a35ee124bd56498eadce1","10.240.2.38:80","201.116.128.213:25097,10.240.9.134, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1N6AD0EV0EN757825","200","ok","5/11/2024 09:12:46","5/11/2024 09:12:47",,"672a35ef124bd56498eadce2","672a35ee124bd56498eadce1","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""NISSAN"",""modelo"":""FRONTIER SV"",""anioModelo"":""2014"",""fabricante"":""NISSAN NORTH AMERICA, INC."",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:12:46-06:00"",""tiempoRespuesta"":""2024-11-05T09:12:47-06:00""}","{""vin"":""1N6AD0EV0EN757825"",""timestamp"":""2024-11-05T09:12:47.000"",""components"":{""potentialFraudFile"":{""year"":2014,""make"":""NISSAN"",""model"":""FRONTIER SV"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1N6AD0EV0EN757825","672a35ed7384826621095d01","10.240.2.38:80","201.116.128.213:25097,10.240.9.134, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1N6AD0EV0EN757825","200","ok","5/11/2024 09:12:45","5/11/2024 09:12:46",,"672a35ee7384826621095d02","672a35ed7384826621095d01","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""NISSAN"",""modelo"":""FRONTIER SV"",""anioModelo"":""2014"",""fabricante"":""NISSAN NORTH AMERICA, INC."",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:12:45-06:00"",""tiempoRespuesta"":""2024-11-05T09:12:46-06:00""}","{""vin"":""1N6AD0EV0EN757825"",""timestamp"":""2024-11-05T09:12:45.000"",""components"":{""potentialFraudFile"":{""year"":2014,""make"":""NISSAN"",""model"":""FRONTIER SV"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"5S3ET13M262800405","672a35e97384826621095cff","10.240.2.38:80","201.116.128.213:25097,10.240.9.134, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/5S3ET13M262800405","200","ok","5/11/2024 09:12:41","5/11/2024 09:12:42",,"672a35ea7384826621095d00","672a35e97384826621095cff","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""SAAB"",""modelo"":""9-7X 5.3I"",""anioModelo"":""2006"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:12:41-06:00"",""tiempoRespuesta"":""2024-11-05T09:12:42-06:00""}","{""vin"":""5S3ET13M262800405"",""timestamp"":""2024-11-05T09:12:42.000"",""components"":{""potentialFraudFile"":{""year"":2006,""make"":""SAAB"",""model"":""9-7X 5.3I"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1FMCU0J92EUD94739","672a35d369994fdacd6fe480","10.240.2.38:80","201.116.128.213:25096,10.240.8.76, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1FMCU0J92EUD94739","200","ok","5/11/2024 09:12:19","5/11/2024 09:12:20",,"672a35d469994fdacd6fe481","672a35d369994fdacd6fe480","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""FORD"",""modelo"":""ESCAPE TITANIUM"",""anioModelo"":""2014"",""fabricante"":""FORD MOTOR COMPANY"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:12:19-06:00"",""tiempoRespuesta"":""2024-11-05T09:12:20-06:00""}","{""vin"":""1FMCU0J92EUD94739"",""timestamp"":""2024-11-05T09:12:19.000"",""components"":{""potentialFraudFile"":{""year"":2014,""make"":""FORD"",""model"":""ESCAPE TITANIUM"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"3GCPCSE02CG271295","672a35c7124bd56498eadcdf","10.240.2.38:80","201.116.128.213:25095,10.240.9.134, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/3GCPCSE02CG271295","200","ok","5/11/2024 09:12:07","5/11/2024 09:12:09",,"672a35c9124bd56498eadce0","672a35c7124bd56498eadcdf","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""CHEVROLET"",""modelo"":""SILVERADO 1500 LT"",""anioModelo"":""2012"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""MÉXICO"",""tiempoConsulta"":""2024-11-05T09:12:07-06:00"",""tiempoRespuesta"":""2024-11-05T09:12:09-06:00""}","{""vin"":""3GCPCSE02CG271295"",""timestamp"":""2024-11-05T09:12:07.000"",""components"":{""potentialFraudFile"":{""year"":2012,""make"":""CHEVROLET"",""model"":""SILVERADO 1500 LT"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"5TDZT34A63S189998","672a35b969994fdacd6fe47e","10.240.2.38:80","201.116.128.213:25094,10.240.8.76, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/5TDZT34A63S189998","200","ok","5/11/2024 09:11:53","5/11/2024 09:11:54",,"672a35ba69994fdacd6fe47f","672a35b969994fdacd6fe47e","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""TOYOTA"",""modelo"":""SEQUOIA SR5"",""anioModelo"":""2003"",""fabricante"":""TOYOTA MOTOR MANUFACTURING, INDIANA, INC."",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:11:53-06:00"",""tiempoRespuesta"":""2024-11-05T09:11:54-06:00""}","{""vin"":""5TDZT34A63S189998"",""timestamp"":""2024-11-05T09:11:53.000"",""components"":{""potentialFraudFile"":{""year"":2003,""make"":""TOYOTA"",""model"":""SEQUOIA SR5"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"2A4RR6DG6BR745636","672a35a769994fdacd6fe47c","10.240.2.38:80","201.116.128.213:25093,10.240.6.201, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/2A4RR6DG6BR745636","200","ok","5/11/2024 09:11:35","5/11/2024 09:11:36",,"672a35a869994fdacd6fe47d","672a35a769994fdacd6fe47c","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""CHRYSLER"",""modelo"":""TOWN AND COUNTRY LIMITED"",""anioModelo"":""2011"",""fabricante"":""FCA CANADA INC."",""paisOrigen"":""CANADÁ"",""tiempoConsulta"":""2024-11-05T09:11:35-06:00"",""tiempoRespuesta"":""2024-11-05T09:11:36-06:00""}","{""vin"":""2A4RR6DG6BR745636"",""timestamp"":""2024-11-05T09:11:35.000"",""components"":{""potentialFraudFile"":{""year"":2011,""make"":""CHRYSLER"",""model"":""TOWN AND COUNTRY LIMITED"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"5TFUX4EN1DX020702","672a35777384826621095cfd","10.240.2.38:80","201.116.128.213:25092,10.240.8.76, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/5TFUX4EN1DX020702","200","ok","5/11/2024 09:10:47","5/11/2024 09:10:48",,"672a35787384826621095cfe","672a35777384826621095cfd","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""TOYOTA"",""modelo"":""TACOMA"",""anioModelo"":""2013"",""fabricante"":""TOYOTA MOTOR MANUFACTURING, TEXAS, INC."",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:10:47-06:00"",""tiempoRespuesta"":""2024-11-05T09:10:48-06:00""}","{""vin"":""5TFUX4EN1DX020702"",""timestamp"":""2024-11-05T09:10:47.000"",""components"":{""potentialFraudFile"":{""year"":2013,""make"":""TOYOTA"",""model"":""TACOMA"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"5TFUX4EN1DX020702","672a3576124bd56498eadcdd","10.240.2.38:80","201.116.128.213:25091,10.240.9.134, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/5TFUX4EN1DX020702","200","ok","5/11/2024 09:10:46","5/11/2024 09:10:47",,"672a3577124bd56498eadcde","672a3576124bd56498eadcdd","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""TOYOTA"",""modelo"":""TACOMA"",""anioModelo"":""2013"",""fabricante"":""TOYOTA MOTOR MANUFACTURING, TEXAS, INC."",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:10:46-06:00"",""tiempoRespuesta"":""2024-11-05T09:10:47-06:00""}","{""vin"":""5TFUX4EN1DX020702"",""timestamp"":""2024-11-05T09:10:47.000"",""components"":{""potentialFraudFile"":{""year"":2013,""make"":""TOYOTA"",""model"":""TACOMA"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"5TFUX4EN1DX020702","672a35757384826621095cfb","10.240.2.38:80","201.116.128.213:25091,10.240.5.210, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/5TFUX4EN1DX020702","200","ok","5/11/2024 09:10:45","5/11/2024 09:10:46",,"672a35767384826621095cfc","672a35757384826621095cfb","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""TOYOTA"",""modelo"":""TACOMA"",""anioModelo"":""2013"",""fabricante"":""TOYOTA MOTOR MANUFACTURING, TEXAS, INC."",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:10:45-06:00"",""tiempoRespuesta"":""2024-11-05T09:10:46-06:00""}","{""vin"":""5TFUX4EN1DX020702"",""timestamp"":""2024-11-05T09:10:45.000"",""components"":{""potentialFraudFile"":{""year"":2013,""make"":""TOYOTA"",""model"":""TACOMA"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"4T1BK3EK0AU598062","672a35737384826621095cf9","10.240.2.38:80","201.116.128.213:25091,10.240.5.210, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/4T1BK3EK0AU598062","200","ok","5/11/2024 09:10:43","5/11/2024 09:10:45",,"672a35757384826621095cfa","672a35737384826621095cf9","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""TOYOTA"",""modelo"":""CAMRY LE V6"",""anioModelo"":""2010"",""fabricante"":""TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC."",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:10:43-06:00"",""tiempoRespuesta"":""2024-11-05T09:10:45-06:00""}","{""vin"":""4T1BK3EK0AU598062"",""timestamp"":""2024-11-05T09:10:43.000"",""components"":{""potentialFraudFile"":{""year"":2010,""make"":""TOYOTA"",""model"":""CAMRY LE V6"",""rateEvasionFlags"":[],""potentialFraudFlags"":[""Out Of Operation""],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1GYEC63T75R191600","672a356c124bd56498eadcdb","10.240.2.38:80","201.116.128.213:25090,10.240.8.76, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1GYEC63T75R191600","200","ok","5/11/2024 09:10:36","5/11/2024 09:10:37",,"672a356d124bd56498eadcdc","672a356c124bd56498eadcdb","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""CADILLAC"",""modelo"":""ESCALADE"",""anioModelo"":""2005"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:10:36-06:00"",""tiempoRespuesta"":""2024-11-05T09:10:37-06:00""}","{""vin"":""1GYEC63T75R191600"",""timestamp"":""2024-11-05T09:10:36.000"",""components"":{""potentialFraudFile"":{""year"":2005,""make"":""CADILLAC"",""model"":""ESCALADE"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[""Inactive""]}},""customCalculationOdometer"":""""}","[]","0"
"3N1CN7AP1EL855029","672a355b124bd56498eadcd9","10.240.2.38:80","201.116.128.213:25089,10.240.1.225, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/3N1CN7AP1EL855029","200","ok","5/11/2024 09:10:19","5/11/2024 09:10:20",,"672a355c124bd56498eadcda","672a355b124bd56498eadcd9","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""NISSAN"",""modelo"":""VERSA 1.6 SV"",""anioModelo"":""2014"",""fabricante"":""NISSAN MEXICANA, S.A. DE C.V."",""paisOrigen"":""MÉXICO"",""tiempoConsulta"":""2024-11-05T09:10:19-06:00"",""tiempoRespuesta"":""2024-11-05T09:10:20-06:00""}","{""vin"":""3N1CN7AP1EL855029"",""timestamp"":""2024-11-05T09:10:19.000"",""components"":{""potentialFraudFile"":{""year"":2014,""make"":""NISSAN"",""model"":""VERSA 1.6 SV"",""rateEvasionFlags"":[],""potentialFraudFlags"":[""Out Of Operation""],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"JTLKT324050214886","672a355369994fdacd6fe47a","10.240.2.38:80","201.116.128.213:25088,10.240.8.76, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/JTLKT324050214886","200","ok","5/11/2024 09:10:11","5/11/2024 09:10:12",,"672a355469994fdacd6fe47b","672a355369994fdacd6fe47a","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""SCION"",""modelo"":""XB"",""anioModelo"":""2005"",""fabricante"":""TOYOTA MOTOR CORPORATION"",""paisOrigen"":""JAPÓN"",""tiempoConsulta"":""2024-11-05T09:10:11-06:00"",""tiempoRespuesta"":""2024-11-05T09:10:12-06:00""}","{""vin"":""JTLKT324050214886"",""timestamp"":""2024-11-05T09:10:11.000"",""components"":{""potentialFraudFile"":{""year"":2005,""make"":""SCION"",""model"":""XB"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"2HKRL1865YH505995","672a3540124bd56498eadcd7","10.240.2.38:80","201.116.128.213:25087,10.240.8.76, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/2HKRL1865YH505995","200","ok","5/11/2024 09:09:52","5/11/2024 09:09:53",,"672a3541124bd56498eadcd8","672a3540124bd56498eadcd7","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""HONDA"",""modelo"":""ODYSSEY EX"",""anioModelo"":""2000"",""fabricante"":""HONDA OF CANADA MFG., A DIVISION OF HONDA CANADA INC."",""paisOrigen"":""CANADÁ"",""tiempoConsulta"":""2024-11-05T09:09:52-06:00"",""tiempoRespuesta"":""2024-11-05T09:09:53-06:00""}","{""vin"":""2HKRL1865YH505995"",""timestamp"":""2024-11-05T09:09:52.000"",""components"":{""potentialFraudFile"":{""year"":2000,""make"":""HONDA"",""model"":""ODYSSEY EX"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1B3BD4FB1BN540624","672a353b69994fdacd6fe478","10.240.2.38:80","201.116.128.213:25087,10.240.8.76, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1B3BD4FB1BN540624","200","ok","5/11/2024 09:09:47","5/11/2024 09:09:48",,"672a353c69994fdacd6fe479","672a353b69994fdacd6fe478","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""DODGE"",""modelo"":""AVENGER EXPRESS"",""anioModelo"":""2011"",""fabricante"":""FCA US LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:09:47-06:00"",""tiempoRespuesta"":""2024-11-05T09:09:48-06:00""}","{""vin"":""1B3BD4FB1BN540624"",""timestamp"":""2024-11-05T09:09:47.000"",""components"":{""potentialFraudFile"":{""year"":2011,""make"":""DODGE"",""model"":""AVENGER EXPRESS"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1GYEC63T75R181600","672a35397384826621095cf7","10.240.2.38:80","201.116.128.213:25087,10.240.8.76, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1GYEC63T75R181600","200","ok","5/11/2024 09:09:45","5/11/2024 09:09:45",,"672a35397384826621095cf8","672a35397384826621095cf7","{""mensajes"":[{""codigo"":4,""mensaje"":""El dígito verificador en la 9° posición del VIN 1GYEC63T75R181600 NO es correcto.""}],""marca"":""CADILLAC"",""modelo"":""ESCALADE"",""anioModelo"":""2005"",""robo"":false,""roboFecha"":null,""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:09:45-06:00"",""tiempoRespuesta"":""2024-11-05T09:09:45-06:00""}","{""error"":""VIN INVALIDO"",""respuestaCompleta"":{""vin"":""1GYEC63T75R181600"",""timestamp"":""2024-11-05T09:09:45.000"",""error"":{""message"":""The VIN you entered was invalid""},""vinSuggestions"":[{""vin"":""1GYEC63T15R181600"",""description"":""2005 CADILLAC/ESCALADE LUXURY/5.3L V8    F""}]}}","[{""codigo"":4,""mensaje"":""El dígito verificador en la 9° posición del VIN 1GYEC63T75R181600 NO es correcto.""}]","0"
"1FTPW12V28FC09874","672a3522124bd56498eadcd5","10.240.2.38:80","201.116.128.213:25086,10.240.5.210, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1FTPW12V28FC09874","200","ok","5/11/2024 09:09:22","5/11/2024 09:09:23",,"672a3523124bd56498eadcd6","672a3522124bd56498eadcd5","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""FORD"",""modelo"":""F-150 XLT"",""anioModelo"":""2008"",""fabricante"":""FORD MOTOR COMPANY"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:09:22-06:00"",""tiempoRespuesta"":""2024-11-05T09:09:23-06:00""}","{""vin"":""1FTPW12V28FC09874"",""timestamp"":""2024-11-05T09:09:22.000"",""components"":{""potentialFraudFile"":{""year"":2008,""make"":""FORD"",""model"":""F-150 XLT"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1GKFK66878J210898","672a351569994fdacd6fe476","10.240.2.38:80","201.116.128.213:25084,10.240.8.27, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1GKFK66878J210898","200","ok","5/11/2024 09:09:09","5/11/2024 09:09:09",,"672a351569994fdacd6fe477","672a351569994fdacd6fe476","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""GMC"",""modelo"":""YUKON XL DENALI"",""anioModelo"":""2008"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:09:09-06:00"",""tiempoRespuesta"":""2024-11-05T09:09:09-06:00""}","{""vin"":""1GKFK66878J210898"",""timestamp"":""2024-11-05T09:09:09.000"",""components"":{""potentialFraudFile"":{""year"":2008,""make"":""GMC"",""model"":""YUKON XL DENALI"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"WVWFV71K66W089700","672a3515124bd56498eadcd3","10.240.2.38:80","201.116.128.213:25085,10.240.8.76, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/WVWFV71K66W089700","200","ok","5/11/2024 09:09:09","5/11/2024 09:09:10",,"672a3516124bd56498eadcd4","672a3515124bd56498eadcd3","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""VOLKSWAGEN"",""modelo"":""GTI"",""anioModelo"":""2006"",""fabricante"":""VOLKSWAGEN AG"",""paisOrigen"":""ALEMANIA"",""tiempoConsulta"":""2024-11-05T09:09:09-06:00"",""tiempoRespuesta"":""2024-11-05T09:09:10-06:00""}","{""vin"":""WVWFV71K66W089700"",""timestamp"":""2024-11-05T09:09:09.000"",""components"":{""potentialFraudFile"":{""year"":2006,""make"":""VOLKSWAGEN"",""model"":""GTI"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"1G4PP5SK4E4103293","672a34f769994fdacd6fe474","10.240.2.38:80","201.116.128.213:25083,10.240.8.76, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/1G4PP5SK4E4103293","200","ok","5/11/2024 09:08:39","5/11/2024 09:08:41",,"672a34f969994fdacd6fe475","672a34f769994fdacd6fe474","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""BUICK"",""modelo"":""VERANO"",""anioModelo"":""2014"",""fabricante"":""GENERAL MOTORS LLC"",""paisOrigen"":""ESTADOS UNIDOS (USA)"",""tiempoConsulta"":""2024-11-05T09:08:39-06:00"",""tiempoRespuesta"":""2024-11-05T09:08:41-06:00""}","{""vin"":""1G4PP5SK4E4103293"",""timestamp"":""2024-11-05T09:08:40.000"",""components"":{""potentialFraudFile"":{""year"":2014,""make"":""BUICK"",""model"":""VERANO"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
"JM1BK323771657782","672a34ed7384826621095cf5","10.240.2.38:80","201.116.128.213:25082,10.240.9.134, 127.0.0.6","6cNqbbTqBnZEchPZ2YYn",,,"{}","/v2/regularizacion/JM1BK323771657782","200","ok","5/11/2024 09:08:29","5/11/2024 09:08:30",,"672a34ee7384826621095cf6","672a34ed7384826621095cf5","{""mensajes"":[],""robo"":false,""roboFecha"":null,""marca"":""MAZDA"",""modelo"":""MAZDA3 S SPORT"",""anioModelo"":""2007"",""fabricante"":""MAZDA MOTOR CORPORATION"",""paisOrigen"":""JAPÓN"",""tiempoConsulta"":""2024-11-05T09:08:29-06:00"",""tiempoRespuesta"":""2024-11-05T09:08:30-06:00""}","{""vin"":""JM1BK323771657782"",""timestamp"":""2024-11-05T09:08:30.000"",""components"":{""potentialFraudFile"":{""year"":2007,""make"":""MAZDA"",""model"":""MAZDA3 S SPORT"",""rateEvasionFlags"":[],""potentialFraudFlags"":[],""vinCloningFlags"":[]}},""customCalculationOdometer"":""""}","[]","0"
